"Work item ID","Work type","Summary","Description","Parent","Priority","Story point estimate","Labels","Labels","Labels","Labels","Labels","Labels","Labels"
"1126","Story","HU-26 Corregir defectos y verificar RNF","Historia: Como equipo, quiero corregir defectos y verificar los RNF, para cumplir los criterios de calidad definidos.

Alcance: Corrección de defectos priorizados y verificación formal de RNF-03 y RNF-07.

Criterios de aceptación:
- 95% de solicitudes < 2 s verificado.
- Responsive desde 375 px en Chrome/Firefox/Safari.
- Defectos priorizados resueltos.

Referencias: RNF-03, RNF-07; roadmap S7.","1010","High","2","local-ts-26","lote-inicial","backlog-oficial","release-r3","target-s7","capa-ambas","riesgo-normal"
"1127","Story","HU-27 Desplegar a producción","Historia: Como equipo, quiero desplegar el sistema a producción, para entregar una instancia operativa.

Alcance: Despliegue a producción desde main con aprobación manual.

Criterios de aceptación:
- Backend y PostgreSQL en Railway.
- Frontend en Vercel.
- Despliegue reproducible vía pipeline.

Referencias: RNF-04; reglas-git.md §2; roadmap S8.

Dependencia externa: Entorno de producción configurado por el equipo (ts-33); aprobación manual del merge a main.","1001","High","3","local-ts-27","lote-inicial","backlog-oficial","release-r3","target-s8","capa-infra","riesgo-infra"
"1128","Story","HU-28 Documentación final y pruebas de aceptación","Historia: Como equipo, quiero completar la documentación y las pruebas de aceptación, para validar el sistema con el usuario real.

Alcance: Documentación final entregada a Milenium Sound y pruebas de aceptación con el productor.

Criterios de aceptación:
- Documentación final entregada.
- Pruebas de aceptación con el productor registradas.
- Flujo completo en < 10 min sin asistencia.

Referencias: RNF-06; roadmap S8.

Dependencia externa: Disponibilidad del productor de Milenium Sound para la sesión de aceptación.","1010","High","2","local-ts-28","lote-inicial","backlog-oficial","release-r3","target-s8","capa-docs","riesgo-normal"
"1129","Task","Configurar staging (Railway desde develop + Vercel preview)","Alcance: Disponer de un entorno de staging que se actualice con cada merge a develop y donde se demuestre el sprint. Servicio backend en Railway, proyecto frontend en Vercel y su conexión con Auth0. Sin dominio propio (ts-30, S2) ni producción (ts-33, S7).

Criterios de aceptación:
- Frontend y backend de staging alcanzables, desplegados desde develop, con login Auth0 funcionando y sin secretos en el repo.

Referencias: docs/global/reglas-git.md §2; ADR D2.2.

Dependencia externa: acceso de administración a Railway, Vercel y el tenant de Auth0 (equipo humano).

Checklist de ejecución:
- [ ] ts-29.01 Backend en Railway desde develop. Hecho cuando: el servicio despliega automáticamente al hacer merge a develop con PHP 8.4. La configuración está ajustada (PR #9), pero falta confirmar la rama origen. Orden interno: según dependencias del ticket.
- [ ] ts-29.02 Variables de entorno en Railway. Hecho cuando: APP_KEY, base de datos PostgreSQL y variables de Auth0 cargadas en el panel; APP_DEBUG=false; nada de esto en el repo. Orden interno: ts-29.01.
- [ ] ts-29.03 Frontend en Vercel desde develop. Hecho cuando: el proyecto despliega develop a una URL estable de staging con las variables VITE_* cargadas en el panel. Orden interno: ts-29.02.
- [ ] ts-29.04 URLs de staging en Auth0. Hecho cuando: callback, logout y web origins de la SPA incluyen la URL de Vercel; la API de Auth0 acepta el audience de staging. Orden interno: ts-29.03.
- [ ] ts-29.05 CORS del backend. Hecho cuando: el backend de staging acepta solo el origen de Vercel y localhost de desarrollo. Orden interno: ts-29.04.
- [ ] ts-29.06 Smoke test de staging. Hecho cuando: el frontend carga, el login redirige y vuelve, y /up del backend responde 200. Orden interno: ts-29.05.
- [ ] ts-29.07 Registrar el entorno. Hecho cuando: URLs de staging y responsables anotados en el handoff y en el ticket, sin credenciales. Orden interno: ts-29.06.","1001","High","","local-ts-29","lote-inicial","backlog-oficial","release-r1","target-s1","capa-infra","riesgo-infra"
"1130","Task","Configurar dominio trackstudio.site y DNS","Alcance: Registro DNS de trackstudio.site para los entornos del proyecto. Base del namespace del claim de Auth0 (D4.8) y de la verificación de Resend (ts-32).

Criterios de aceptación:
- El dominio resuelve a los servicios acordados con HTTPS activo.
- Los registros DNS quedan documentados sin credenciales.

Referencias: ADR D4.8; CLAUDE.md §6; roadmap S2.

Dependencia externa: Acceso al registrador del dominio (equipo humano).","1001","","","local-ts-30","lote-inicial","backlog-oficial","release-r1","target-s2","capa-infra","riesgo-infra"
"1131","Task","Provisionar bucket S3 e IAM en us-east-1","Alcance: Bucket privado de audio en us-east-1 y credenciales de mínimo privilegio para la API. No se configura hasta que el bloque 7 del ADR esté DECIDIDO.

Criterios de aceptación:
- Bucket sin acceso público.
- Rol o usuario IAM con mínimo privilegio para la API.
- Credenciales solo en variables de entorno de cada servicio.

Referencias: RF-04, RNF-02; CLAUDE.md §5 y §6; roadmap S3.

Dependencia externa: ADR bloque 7 (subida de audio a S3) ABIERTO: no es Ready hasta que esté DECIDIDO (CLAUDE.md §5). Cuenta AWS (equipo humano).","1001","","","local-ts-31","lote-inicial","backlog-oficial","release-r1","target-s3","capa-infra","riesgo-archivos"
"1132","Task","Configurar Resend con dominio verificado","Alcance: Proveedor de correo para las invitaciones de HU-20, con el dominio del proyecto verificado.

Criterios de aceptación:
- Dominio verificado en Resend.
- API key solo en variables de entorno.
- Un envío de prueba llega a un buzón de prueba.

Referencias: RF-06; CLAUDE.md §6; roadmap S6.

Dependencia externa: Cuenta Resend (equipo humano).","1001","","","local-ts-32","lote-inicial","backlog-oficial","release-r2","target-s5","capa-infra","riesgo-infra"
"1133","Task","Configurar producción (Railway, Vercel, Auth0) y monitoreo de uptime","Alcance: Servicios de producción separados de staging y monitoreo de disponibilidad.

Criterios de aceptación:
- Railway, Vercel y Auth0 de producción configurados sin secretos en el repo.
- El merge a main requiere aprobación manual.
- Monitoreo de uptime activo con alerta (RNF-04).

Referencias: RNF-04; reglas-git.md §2; roadmap S7-S8.

Dependencia externa: Accesos de producción y aprobación manual (equipo humano).","1001","","","local-ts-33","lote-inicial","backlog-oficial","release-r3","target-s7","capa-infra","riesgo-infra"
"1134","Task","Tesis: Diseño de la solución (C4 niveles 2-4, ERD, persistencia)","Alcance: Sección de diseño del documento de titulación.

Criterios de aceptación:
- Sección redactada con diagramas C4 de niveles 2 a 4, el ERD aprobado (ts-38) y la estrategia de persistencia.
- Revisada por el equipo.

Referencias: Documentacion.md; roadmap, track paralelo S3-S6.","1011","","","local-ts-34","lote-inicial","backlog-oficial","release-transversal","target-s4","capa-docs","riesgo-normal"
"1135","Task","Tesis: Desarrollo de la solución (evidencia SCRUM por sprint)","Alcance: Sección de desarrollo del documento de titulación. Se actualiza en cada sprint (S2-S8) y se cierra en S8.

Criterios de aceptación:
- Cada sprint cerrado tiene su evidencia (PR, CI, Sprint Review) en la sección.
- Sin datos reales de Milenium Sound.

Referencias: Documentacion.md; roadmap, track paralelo.","1011","","","local-ts-35","lote-inicial","backlog-oficial","release-transversal","target-s2","capa-docs","riesgo-normal"
"1136","Task","Tesis: Pruebas y evaluación de la solución","Alcance: Sección de pruebas y evaluación del documento de titulación.

Criterios de aceptación:
- Trazabilidad RF/RNF → pruebas → evidencia completa.
- Revisada por el equipo.

Referencias: Documentacion.md; roadmap, track paralelo S7-S8.","1011","","","local-ts-36","lote-inicial","backlog-oficial","release-transversal","target-s7","capa-docs","riesgo-normal"
"1137","Task","Tesis: Resultados, ética, conclusiones, trabajo futuro y resumen","Alcance: Secciones finales del documento de titulación.

Criterios de aceptación:
- Resultados y discusión, ética, conclusiones, trabajo futuro y resumen/abstract redactados.
- Revisados por el equipo.

Referencias: Documentacion.md; roadmap, track paralelo S7-S8.","1011","","","local-ts-37","lote-inicial","backlog-oficial","release-transversal","target-s8","capa-docs","riesgo-normal"
"1138","Task","Diseñar y cerrar el ERD del modelo de datos","Alcance: Fijar el modelo de datos de Track Studio antes de migrar, para que las migraciones de cada historia salgan de un diseño aprobado y no se inventen tabla a tabla. Entidades, atributos, claves, relaciones, cardinalidades, restricciones e índices de todas las tablas que respaldan RF-01..RF-07. Incluye users, artists, productions, songs, versions, comments, production_access y studio_sessions, más las que resulten del inventario. No crea migraciones ni toca código de aplicación. No incorpora elementos de los prototipos sin respaldo en un RF (roadmap, ""Pendientes de decisión"").

Criterios de aceptación:
- ERD versionado en docs/erd/, trazado a RF/HU, anclado a D6.x y aprobado por el humano. La aprobación de users y artists llega en S1; el cierre completo, cuando el bloque 7 del ADR esté DECIDIDO.

Referencias: RF-01..RF-07; ADR D6.1 (UUID), D6.6 (nombres), D6.7 (índices); backend/docs/nomenclatura.md; backend/docs/Handoff backend sprint1.md (auth0_sub único e indexado); docs/specs/backend/HU-04.md §3.

Dependencia externa: ADR bloque 7 (subida de audio a S3) DECIDIDO para cerrar los atributos de versions. Debe cerrarse antes del 19-oct para no desplazar R1. Aprobación humana del diseño.

Checklist de ejecución:
- [ ] ts-38.01 Inventariar entidades. Hecho cuando: cada tabla candidata tiene su RF y sus HU de origen; lo que venga solo de los prototipos queda fuera y anotado. Orden interno: según dependencias del ticket.
- [ ] ts-38.02 Definir atributos y restricciones. Hecho cuando: cada tabla tiene columnas, tipos, nulabilidad y unicidad, con PK/FK en UUID (D6.1) y nombres según D6.6. Cubre auth0_sub único, unicidad de artista (HU-05), estados del artista (HU-07), formato de producción (HU-09), posición de canción (HU-11) y número de versión secuencial (HU-14). Orden interno: ts-38.01.
- [ ] ts-38.03 Definir relaciones, cardinalidades y borrados. Hecho cuando: cada FK declara su cardinalidad y su comportamiento al borrar, incluida la cascada canción → versiones → comentarios (HU-12). Orden interno: ts-38.02.
- [ ] ts-38.04 Decidir production_access para S1. Hecho cuando: queda decidido si ts-04 crea production_access ahora (su FK apunta a productions, vetada por §5) o la difiere a HU-20. La decisión se registra y se aplica en ts-04.01. Orden interno: ts-38.03.
- [ ] ts-38.05 Definir índices y reglas de integridad. Hecho cuando: índices según D6.7, incluido el único parcial (production_id, user_id) WHERE revoked_at IS NULL, y la regla de no solapamiento de sesiones (HU-22) indica dónde se garantiza (BD o servicio). Orden interno: ts-38.03.
- [ ] ts-38.06 Aprobar users y artists. Hecho cuando: el humano aprueba esas tablas, que no dependen del bloque 7, y ts-04.03 y ts-05 pueden migrarlas desde este diseño. Orden interno: ts-38.04, ts-38.05.
- [ ] ts-38.07 Marcar los atributos pendientes del bloque 7. Hecho cuando: los atributos de almacenamiento y de integridad de versions (clave del objeto, tamaño, tipo MIME, hash) aparecen como ABIERTO en el ERD, sin valores inventados. Orden interno: ts-38.06.
- [ ] ts-38.08 Versionar el diagrama. Hecho cuando: el ERD vive en docs/erd/ en un formato de texto que se revisa por diff (por ejemplo Mermaid erDiagram) y cada tabla enlaza sus RF/HU. Orden interno: ts-38.07.
- [ ] ts-38.09 Cerrar el ERD. Hecho cuando: con el bloque 7 DECIDIDO, versions se completa, el humano aprueba el ERD entero, se desbloquean ts-08, ts-10, ts-13, ts-17 y ts-22, y el handoff lo registra. Puede cerrarse en S2. Orden interno: ts-38.08.","1001","High","","local-ts-38","lote-inicial","backlog-oficial","release-r1","target-s1","capa-docs","riesgo-datos"
